Title,Year,Rating,Length (minutes),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3
Utoya: July 22,2018,7.2,93,16000,Not Rated,71.0,A teenage girl struggles to survive and to find her younger sister during the July 2011 terrorist mass murder at a political summer camp on the Norwegian island of Utøya.,Erik Poppe,Andrea Berntzen, Aleksander Holmen, Solveig Koløen Birkeland
A Fantastic Woman,2017,7.2,104,28000,R,81.0,"Marina, a transgender woman who works as a waitress and moonlights as a nightclub singer, is bowled over by the death of her older boyfriend.",Sebastián Lelio,Daniela Vega, Francisco Reyes, Luis Gnecco
American Murder: The Family Next Door,2020,7.2,83,35000,TV-MA,67.0,"In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.",Jenny Popplewell,Nickole Atkinson, Jim Benemann, Luke Epple
Educating Rita,1983,7.2,110,15000,PG,54.0,An alcoholic professor has been hired by a working-class girl for higher education.,Lewis Gilbert,Michael Caine, Julie Walters, Michael Williams
Blue Jay,2016,7.2,80,21000,Unrated,69.0,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",Alex Lehmann,Mark Duplass, Sarah Paulson, Clu Gulager
La Cage aux Folles,1978,7.2,97,12000,R,61.0,"The manager of a Saint-Tropez nightclub featuring drag entertainment, and his star attraction, are a gay couple. Madness ensues when his straight son brings home a fiancée and her ultra-conservative parents to meet them.",Édouard Molinaro,Ugo Tognazzi, Michel Serrault, Claire Maurier
Shadows,1958,7.2,87,13000,PG,86.0,Cassavetes' jazz-scored improvisational film explores interracial friendships and relationships in Beat-Era (1950s) New York City.,John Cassavetes,Ben Carruthers, Lelia Goldoni, Hugh Hurd
Flame & Citron,2008,7.2,130,20000,Not Rated,74.0,A drama centered on two fighters in the Holger Danske World War II resistance group.,Ole Christian Madsen,Thure Lindhardt, Mads Mikkelsen, Stine Stengade
Sweet and Lowdown,1999,7.2,95,37000,PG-13,70.0,"In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman.",Woody Allen,Sean Penn, Samantha Morton, Woody Allen
This Is It,2009,7.2,111,42000,PG,67.0,"A compilation of interviews, rehearsals, and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",Kenny Ortega,Michael Jackson, Alex Al, Alexandra Apjarova
Metropolis,2001,7.2,108,23000,PG-13,75.0,Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima.,Rintarô,Toshio Furukawa, Scott Weinger, Yuka Imoto
The Green Butchers,2003,7.2,100,25000,R,54.0,"Two Danish friends are tired of their employer and open their own butcher shop. An electrician accidentally dies in the freezer and he's sold as marinated chicken and business picks up. What happens when they run out of ""chicken""?",Anders Thomas Jensen,Nikolaj Lie Kaas, Mads Mikkelsen, Line Kruse
I Confess,1953,7.2,95,24000,Approved,68.0,"A priest, who comes under suspicion for murder, cannot clear his name without breaking the seal of the confessional.",Alfred Hitchcock,Montgomery Clift, Anne Baxter, Karl Malden
Take the Money and Run,1969,7.2,85,32000,M/PG,67.0,"The life and times of Virgil Starkwell, inept bank robber.",Woody Allen,Woody Allen, Janet Margolin, Marcel Hillaire
Apollo 10½: A Space Age Childhood,2022,7.2,97,13000,PG-13,79.0,"A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing.",Richard Linklater,Milo Coy, Jack Black, Lee Eddy
The Dish,2000,7.2,101,17000,PG-13,74.0,"A remote Australian community, populated by quirky characters, plays a key role in the first Apollo moon landing.",Rob Sitch,Sam Neill, Billy Mitchell, Roz Hammond
Talk Radio,1988,7.2,110,15000,R,66.0,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",Oliver Stone,Eric Bogosian, Ellen Greene, Leslie Hope
The Fortune Cookie,1966,7.2,125,16000,Approved,63.0,A crooked lawyer persuades his brother-in-law to feign a serious injury.,Billy Wilder,Jack Lemmon, Walter Matthau, Ron Rich
Summer Storm,2004,7.2,98,15000,R,51.0,A close friendship between two crew teammates is tested when one slowly discovers he's gay and attracted to the other.,Marco Kreuzpaintner,Robert Stadlober, Kostja Ullmann, Miriam Morgenstern
The Express,2008,7.2,130,23000,PG,58.0,"A drama based on the life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",Gary Fleder,Rob Brown, Dennis Quaid, Clancy Brown
Le Havre,2011,7.2,93,24000,Not Rated,82.0,"When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home.",Aki Kaurismäki,André Wilms, Blondin Miguel, Jean-Pierre Darroussin
Barbara,2012,7.2,105,16000,PG-13,86.0,A doctor working in 1980s East Germany finds herself banished to a small country hospital.,Christian Petzold,Nina Hoss, Ronald Zehrfeld, Rainer Bock
The Bridge,2006,7.2,94,12000,R,58.0,Filmmakers use hidden cameras to capture the various suicide attempts at the Golden Gate Bridge - the world's most popular suicide destination. Interviews with the victims' loved ones describe their lives and mental health.,Eric Steel,Eric Geleynse, Chris Brown, Susan Ginwalla
Spare Parts,2015,7.2,114,12000,PG-13,50.0,"Four Mexican high school students form a robotics club. With no experience, 800 bucks, used car parts and a dream, this rag tag team goes up against the country's reigning robotics champion, MIT.",Sean McNamara,George Lopez, Jamie Lee Curtis, Carlos PenaVega
Tape,2001,7.2,86,22000,R,71.0,Three old high school friends meet in a Michigan motel room to dissect painful memories from their past.,Richard Linklater,Ethan Hawke, Robert Sean Leonard, Uma Thurman
Tsotsi,2005,7.2,94,32000,R,70.0,Six days in the violent life of a young Johannesburg gang leader.,Gavin Hood,Presley Chweneyagae, Mothusi Magano, Israel Matseke-Zulu
Fyre,2019,7.2,97,53000,TV-MA,75.0,An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival.,Chris Smith,Billy McFarland, Jason Bell, Gabrielle Bluestone
The Other Side of Hope,2017,7.2,100,14000,Not Rated,84.0,A poker-playing restaurateur and former traveling salesman befriends a group of refugees newly arrived to Finland.,Aki Kaurismäki,Sherwan Haji, Sakari Kuosmanen, Kaija Pakarinen
Lantana,2001,7.2,121,20000,R,84.0,The relationships of four couples unravel after the discovery of a young woman's body in Lantana bush in suburban Sydney.,Ray Lawrence,Anthony LaPaglia, Geoffrey Rush, Rachael Blake
Fat City,1972,7.2,96,11000,PG,89.0,"Two men, working as professional boxers, come to blows when their careers each begin to take different directions.",John Huston,Stacy Keach, Jeff Bridges, Susan Tyrrell
A Hard Day,2014,7.2,111,17000,Not Rated,76.0,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",Kim Seong-hun,Lee Sun-kyun, Cho Jin-woong, Jeong Man-sik
The Club,2015,7.2,98,12000,Not Rated,73.0,"A crisis counselor is sent by the Catholic Church to a small Chilean beach town where disgraced priests and nuns, suspected of crimes ranging from child abuse to baby-snatching from unwed mothers, live secluded, after an incident occurs.",Pablo Larraín,Alfredo Castro, Roberto Farías, Antonia Zegers
Il Divo,2008,7.2,110,20000,Not Rated,81.0,"The story of Italian politician Giulio Andreotti, who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946.",Paolo Sorrentino,Toni Servillo, Anna Bonaiuto, Giulio Bosetti
Modigliani,2004,7.2,128,13000,R,25.0,"The story of Amedeo Modigliani's bitter rivalry with Pablo Picasso, and his tragic romance with Jeanne Hebuterne.",Mick Davis,Andy Garcia, Elsa Zylberstein, Omid Djalili
Beanpole,2019,7.2,130,13000,Unrated,85.0,"1945, Leningrad. WWII has devastated the city, demolishing its buildings and leaving its citizens in tatters, physically and mentally. Two young women search for meaning and hope in the struggle to rebuild their lives amongst the ruins.",Kantemir Balagov,Viktoria Miroshnichenko, Vasilisa Perelygina, Andrey Bykov
Of Gods and Men,2010,7.2,122,16000,PG-13,86.0,"Under threat by fundamentalist terrorists, a group of Trappist monks stationed with an impoverished Algerian community must decide whether to leave or stay.",Xavier Beauvois,Lambert Wilson, Michael Lonsdale, Olivier Rabourdin
The Inventor: Out for Blood in Silicon Valley,2019,7.2,119,16000,TV-14,66.0,"The story of Theranos, a multi-billion dollar tech company, its founder Elizabeth Holmes, the youngest self-made female billionaire, and the massive fraud that collapsed the company.",Alex Gibney,Alex Gibney, Elizabeth Holmes, Dan Ariely
Facing Windows,2003,7.2,102,12000,R,55.0,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for the Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her ...",Ferzan Özpetek,Giovanna Mezzogiorno, Massimo Girotti, Raoul Bova
Fahrenheit 11/9,2018,7.2,128,21000,R,69.0,"Filmmaker Michael Moore examines the current state of American politics, particularly the Donald Trump presidency and gun violence, while highlighting the power of grassroots democratic movements.",Michael Moore,Jim Acosta, Roger Ailes, Brooke Baldwin
It's All Gone Pete Tong,2004,7.2,90,21000,R,56.0,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,Michael Dowse,Paul Kaye, Beatriz Batarda, Kate Magowan
Paddleton,2019,7.2,89,16000,TV-MA,70.0,An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,Alex Lehmann,Christine Woods, Mark Duplass, Ray Romano
A Better Life,2011,7.2,98,17000,PG-13,64.0,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.,Chris Weitz,Demián Bichir, José Julián, Eddie 'Piolin' Sotelo
Rams,2015,7.2,93,15000,R,82.0,"In a remote Icelandic farming valley, two brothers who haven't spoken in 40 years have to come together in order to save what's dearest to them - their sheep.",Grímur Hákonarson,Sigurður Sigurjónsson, Theodór Júlíusson, Charlotte Bøving
Amen.,2002,7.2,132,15000,Not Rated,57.0,During WWII SS officer Kurt Gerstein tries to inform Pope Pius XII about Jews being sent to extermination camps. Young Jesuit priest Riccardo Fontana helps him in the difficult mission to inform the world.,Costa-Gavras,Ulrich Tukur, Mathieu Kassovitz, Ulrich Mühe
Into the Inferno,2016,7.2,104,10000,TV-PG,76.0,An exploration of active volcanoes around the world.,Werner Herzog,Werner Herzog, Katia Krafft, Maurice Krafft
City of Men,2007,7.2,106,17000,R,63.0,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.",Paulo Morelli,Douglas Silva, Darlan Cunha, Jonathan Haagensen
Before I Disappear,2014,7.2,93,10000,Unrated,47.0,"At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his 11-year old niece Sophia for a few hours.",Shawn Christensen,Shawn Christensen, Fatima Ptacek, Emmy Rossum
Mystery Science Theater 3000: The Movie,1996,7.2,73,19000,PG-13,65.0,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,Jim Mallon,Trace Beaulieu, Michael J. Nelson, Jim Mallon
Human Capital,2013,7.2,111,14000,Not Rated,63.0,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,Paolo Virzì,Fabrizio Bentivoglio, Matilde Gioli, Valeria Bruni Tedeschi
Starbuck,2011,7.2,109,17000,R,49.0,"As his lover announces her pregnancy, a fortysomething slacker receives other life-changing news: 142 people, all of them the result of artificial insemination, have filed a class action lawsuit against him, their biological father.",Ken Scott,Patrick Huard, Julie Le Breton, Antoine Bertrand
The Taste of Others,2000,7.2,112,11000,R,78.0,"The lives of 6 people over 35 in Rouen, France, and their relationship to each other.",Agnès Jaoui,Anne Alvaro, Jean-Pierre Bacri, Alain Chabat
Theeb,2014,7.2,100,12000,Not Rated,80.0,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination.",Naji Abu Nowar,Jacir Eid Al-Hwietat, Hussein Salameh Al-Sweilhiyeen, Hassan Mutlag Al-Maraiyeh
The Memory of a Killer,2003,7.2,123,11000,R,73.0,Vincke and Verstuyft are the best detectives of the Antwerp police department. They are confronted with the murder on a leading executive and put all their effort to catch the murderer.,Erik Van Looy,Koen De Bouw, Werner De Smedt, Jan Decleir
Born Into Brothels: Calcutta's Red Light Kids,2004,7.2,85,18000,R,78.0,"Two documentary filmmakers chronicle their time in Sonagchi, Calcutta and the relationships they developed with children of prostitutes who work the city's notorious red light district.","Zana Briski, Ross Kauffman",Kochi, Avijit Halder, Shanti Das
We Are Legion: The Story of the Hacktivists,2012,7.2,93,10000,Not Rated,66.0,"A documentary on the workings and beliefs of the self-described ""hacktivist"" collective, Anonymous.",Brian Knappenberger,Anon2World, Anonyops, Julian Assange
